name,date,link,parent_org,followed_strategy,related_tag
"Organized 'Open Discussion'  in collaboration with Bangladesh, India & Pakistan Team.",2021-05-23,,Vision Green Organization,"Asking ""Call to Action"" questions to the audience in social media, Collaborate with multiple organization",environment
